Id,Date,TotalSteps,TotalDistance,Calories
4319703577,5/9/2016,10378,6.960000038,2345
4319703577,5/10/2016,9487,6.369999886,2260
4319703577,5/11/2016,9129,6.130000114,2232
4319703577,5/12/2016,17,0.01,257
4388161847,4/12/2016,10122,7.78000021,2955
4388161847,4/13/2016,10993,8.449999809,3092
4388161847,4/14/2016,8863,6.820000172,2998
4388161847,4/15/2016,8758,6.730000019,3066
4388161847,4/16/2016,6580,5.059999943,3073
4388161847,4/17/2016,4660,3.579999924,2572
4388161847,4/18/2016,11009,9.100000381,3274
4388161847,4/19/2016,10181,7.829999924,3015
4388161847,4/20/2016,10553,8.119999886,3083
4388161847,4/21/2016,10055,7.730000019,3069
4388161847,4/22/2016,12139,9.340000153,3544
4388161847,4/23/2016,13236,10.18000031,3306
4388161847,4/24/2016,10243,7.880000114,2885
4388161847,4/25/2016,12961,9.970000267,3288
4388161847,4/26/2016,9461,7.28000021,2929
4388161847,4/27/2016,11193,8.609999657,3074
4388161847,4/28/2016,10074,7.75,2969
4388161847,4/29/2016,9232,7.099999905,2979
4388161847,4/30/2016,12533,9.640000343,3283
4388161847,5/1/2016,10255,7.889999866,2926
4388161847,5/2/2016,10096,8.399999619,3147
4388161847,5/3/2016,12727,9.789999962,3290
4388161847,5/4/2016,12375,9.520000458,3162
4388161847,5/5/2016,9603,7.380000114,2899
4388161847,5/6/2016,13175,10.13000011,3425
4388161847,5/7/2016,22770,17.54000092,4022
4388161847,5/8/2016,17298,14.38000011,3934
4388161847,5/9/2016,10218,7.860000134,3013
4388161847,5/10/2016,10299,7.920000076,3061
4388161847,5/11/2016,10201,7.840000153,2954
4388161847,5/12/2016,3369,2.589999914,1623
4445114986,4/12/2016,3276,2.200000048,2113
4445114986,4/13/2016,2961,1.99000001,2095
4445114986,4/14/2016,3974,2.670000076,2194
4445114986,4/15/2016,7198,4.829999924,2496
4445114986,4/16/2016,3945,2.650000095,2180
4445114986,4/17/2016,2268,1.519999981,1933
4445114986,4/18/2016,6155,4.239999771,2248
4445114986,4/19/2016,2064,1.389999986,1954
4445114986,4/20/2016,2072,1.389999986,1974
4445114986,4/21/2016,3809,2.559999943,2150
4445114986,4/22/2016,6831,4.579999924,2432
4445114986,4/23/2016,4363,2.930000067,2149
4445114986,4/24/2016,5002,3.359999895,2247
4445114986,4/25/2016,3385,2.269999981,2070
4445114986,4/26/2016,6326,4.409999847,2291
4445114986,4/27/2016,7243,5.03000021,2361
4445114986,4/28/2016,4493,3.00999999,2203
4445114986,4/29/2016,4676,3.140000105,2196
4445114986,4/30/2016,6222,4.179999828,2363
4445114986,5/1/2016,5232,3.50999999,2246
4445114986,5/2/2016,6910,4.75,2336
4445114986,5/3/2016,7502,5.179999828,2421
4445114986,5/4/2016,2923,1.960000038,2070
4445114986,5/5/2016,3800,2.549999952,2120
4445114986,5/6/2016,4514,3.029999971,2211
4445114986,5/7/2016,5183,3.589999914,2123
4445114986,5/8/2016,7303,4.900000095,2423
4445114986,5/9/2016,5275,3.539999962,2281
4445114986,5/10/2016,3915,2.630000114,2181
4445114986,5/11/2016,9105,6.110000134,2499
4445114986,5/12/2016,768,0.519999981,1212
4558609924,4/12/2016,5135,3.390000105,1909
4558609924,4/13/2016,4978,3.289999962,1722
4558609924,4/14/2016,6799,4.489999771,1922
4558609924,4/15/2016,7795,5.150000095,2121
4558609924,4/16/2016,7289,4.820000172,1997
4558609924,4/17/2016,9634,6.400000095,2117
4558609924,4/18/2016,8940,5.909999847,2116
4558609924,4/19/2016,5401,3.569999933,1876
4558609924,4/20/2016,4803,3.170000076,1788
4558609924,4/21/2016,13743,9.079999924,2486
4558609924,4/22/2016,9601,6.349999905,2094
4558609924,4/23/2016,6890,4.550000191,2085
4558609924,4/24/2016,8563,5.659999847,2173
4558609924,4/25/2016,8095,5.349999905,2225
4558609924,4/26/2016,9148,6.050000191,2223
4558609924,4/27/2016,9557,6.320000172,2098
4558609924,4/28/2016,9451,6.25,2185
4558609924,4/29/2016,7833,5.179999828,1918
4558609924,4/30/2016,10319,6.820000172,2105
4558609924,5/1/2016,3428,2.269999981,1692
4558609924,5/2/2016,7891,5.21999979,2066
4558609924,5/3/2016,5267,3.480000019,1953
4558609924,5/4/2016,5232,3.460000038,1842
4558609924,5/5/2016,10611,7.010000229,2262
4558609924,5/6/2016,3755,2.480000019,1722
4558609924,5/7/2016,8237,5.440000057,1973
4558609924,5/8/2016,6543,4.329999924,2666
4558609924,5/9/2016,11451,7.570000172,2223
4558609924,5/10/2016,6435,4.25,1889
4558609924,5/11/2016,9108,6.019999981,2131
4558609924,5/12/2016,6307,4.170000076,1452
4702921684,4/12/2016,7213,5.880000114,2947
4702921684,4/13/2016,6877,5.579999924,2898
4702921684,4/14/2016,7860,6.369999886,2984
4702921684,4/15/2016,6506,5.28000021,2896
4702921684,4/16/2016,11140,9.029999733,3328
4702921684,4/17/2016,12692,10.28999996,3394
4702921684,4/18/2016,9105,7.380000114,3013
4702921684,4/19/2016,6708,5.440000057,2812
4702921684,4/20/2016,8793,7.130000114,3061
4702921684,4/21/2016,6530,5.300000191,2729
4702921684,4/22/2016,1664,1.350000024,2241
4702921684,4/23/2016,15126,12.27000046,3691
4702921684,4/24/2016,15050,12.22000027,3538
4702921684,4/25/2016,9167,7.429999828,3064
4702921684,4/26/2016,6108,4.949999809,2784
4702921684,4/27/2016,7047,5.71999979,2908
4702921684,4/28/2016,9023,7.320000172,3033
4702921684,4/29/2016,9930,8.050000191,3165
4702921684,4/30/2016,10144,8.229999542,3115
4702921684,5/1/2016,0,0,2017
4702921684,5/2/2016,7245,5.920000076,2859
4702921684,5/3/2016,9454,7.670000076,3145
4702921684,5/4/2016,8161,6.619999886,3004
4702921684,5/5/2016,8614,6.989999771,3006
4702921684,5/6/2016,6943,5.630000114,2859
4702921684,5/7/2016,14370,11.64999962,3683
4702921684,5/8/2016,12857,10.43000031,3287
4702921684,5/9/2016,8232,6.679999828,2990
4702921684,5/10/2016,10613,8.609999657,3172
4702921684,5/11/2016,9810,7.960000038,3069
4702921684,5/12/2016,2752,2.230000019,1240
5553957443,4/12/2016,11596,7.570000172,2026
5553957443,4/13/2016,4832,3.160000086,1718
5553957443,4/14/2016,17022,11.11999989,2324
5553957443,4/15/2016,16556,10.85999966,2254
5553957443,4/16/2016,5771,3.769999981,1831
5553957443,4/17/2016,655,0.430000007,1397
5553957443,4/18/2016,3727,2.430000067,1683
5553957443,4/19/2016,15482,10.10999966,2284
5553957443,4/20/2016,2713,1.769999981,1570
5553957443,4/21/2016,12346,8.06000042,2066
5553957443,4/22/2016,11682,7.630000114,2105
5553957443,4/23/2016,4112,2.690000057,1776
5553957443,4/24/2016,1807,1.179999948,1507
5553957443,4/25/2016,10946,7.190000057,2033
5553957443,4/26/2016,11886,7.760000229,2093
5553957443,4/27/2016,10538,6.880000114,1922
5553957443,4/28/2016,11393,7.630000114,1999
5553957443,4/29/2016,12764,8.329999924,2169
5553957443,4/30/2016,1202,0.779999971,1463
5553957443,5/1/2016,5164,3.369999886,1747
5553957443,5/2/2016,9769,6.380000114,1996
5553957443,5/3/2016,12848,8.390000343,2116
5553957443,5/4/2016,4249,2.769999981,1698
5553957443,5/5/2016,14331,9.510000229,2156
5553957443,5/6/2016,9632,6.289999962,1916
5553957443,5/7/2016,1868,1.220000029,1494
5553957443,5/8/2016,6083,4,1762
5553957443,5/9/2016,11611,7.579999924,2272
5553957443,5/10/2016,16358,10.71000004,2335
5553957443,5/11/2016,4926,3.220000029,1693
5553957443,5/12/2016,3121,2.039999962,741
5577150313,4/12/2016,8135,6.079999924,3405
5577150313,4/13/2016,5077,3.789999962,2551
5577150313,4/14/2016,8596,6.420000076,4022
5577150313,4/15/2016,12087,9.079999924,4005
5577150313,4/16/2016,14269,10.65999985,4274
5577150313,4/17/2016,12231,9.140000343,4552
5577150313,4/18/2016,9893,7.389999866,3625
5577150313,4/19/2016,12574,9.420000076,3501
5577150313,4/20/2016,8330,6.21999979,3192
5577150313,4/21/2016,10830,8.090000153,4018
5577150313,4/22/2016,9172,6.849999905,3329
5577150313,4/23/2016,7638,5.710000038,3152
5577150313,4/24/2016,15764,11.77999973,4392
5577150313,4/25/2016,6393,4.78000021,3374
5577150313,4/26/2016,5325,3.980000019,3088
5577150313,4/27/2016,6805,5.139999866,3294
5577150313,4/28/2016,9841,7.429999828,3580
5577150313,4/29/2016,7924,5.920000076,3544
5577150313,4/30/2016,12363,9.239999771,4501
5577150313,5/1/2016,13368,9.989999771,4546
5577150313,5/2/2016,7439,5.559999943,3014
5577150313,5/3/2016,11045,8.25,3795
5577150313,5/4/2016,5206,3.890000105,2755
5577150313,5/5/2016,7550,5.639999866,3004
5577150313,5/6/2016,4950,3.700000048,2643
5577150313,5/7/2016,0,0,1819
5577150313,5/8/2016,0,0,1819
